Obs Type,Source,Species,Lat,Lon
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.85503387,-68.48100281
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.48333359,-69.16666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.70000076,-68.80000305
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.48301315,-67.38923645
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.43149948,-67.84938049
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.76666641,-68.94999695
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.96666718,-68.56666565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.82256699,-69.41357422
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.5561676,-66.32133484
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.3801651,-70.19475555
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.23300171,-72.23300171
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.6333313,-69.16666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.48333359,-70.01667023
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.46749878,-69.83366394
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.02153397,-67.77424622
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.79927826,-68.65047455
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.48333359,-69
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.81666565,-68.41666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.53333282,-67.69999695
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.32475281,-67.85207367
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31666565,-70.09999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.15351868,-67.89259338
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.21433258,-69.65583038
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06555176,-67.52898407
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.36751175,-69.67554474
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.59666824,-68.90166473
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.83734894,-67.34673309
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.05913162,-69.1633606
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.3666687,-68.84999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.21666718,-66.33333588
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.3666687,-69.96666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.83219528,-68.32833099
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.83300018,-67.5
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.03533173,-72.77716827
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.2857666,-67.94799042
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.3833313,-68.51667023
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.93271255,-66.44510651
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.39382553,-68.81817627
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.8833313,-67.59999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.72600174,-67.40633392
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.45000076,-68.40000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.84332657,-68.51335907
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.33333206,-67.48332977
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.98014832,-67.21965027
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.57511139,-67.69864655
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.40733337,-66.34733582
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.21952057,-67.01480103
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.39439011,-68.70974731
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.97633362,-69.77883148
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.23084259,-69.21234131
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.70396805,-70.02549744
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.00285339,-68.93083191
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.56127167,-66.43106079
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.03333282,-70.96666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.56924438,-68.19962311
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.88871384,-67.71806335
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.64909744,-68.6476593
OBIS,SMCC,Bathypolypus bairdii,43.5,-70.19799805
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.23294067,-68.67892456
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.02033234,-68.0968399
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.64287949,-69.30528259
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.26666641,-69.91666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.47516632,-67.75866699
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.94933319,-69.94833374
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.68283463,-68.41733551
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.75,-66.78299713
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.9202652,-68.77902985
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.5269165,-72.42549896
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.46699905,-67.13300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.17893219,-67.6752243
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.6448288,-67.04497528
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.77616882,-66.73883057
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.43333435,-68.3833313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.02450562,-67.70748138
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.91699982,-69.40000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.98117065,-67.27893829
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.48075104,-68.21272278
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.43924713,-70.09680939
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.36303329,-68.00947571
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.01486206,-70.29309082
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.53355026,-66.78298187
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.88910675,-68.16201019
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.06656265,-67.8181839
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.92516708,-68.79333496
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.55083466,-67.0676651
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06406021,-68.58312988
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.77831268,-66.50930786
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51171875,-67.74153137
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.79299927,-68.13417053
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.11682129,-66.85494995
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.97683334,-68.125
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.65000153,-69.34999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31666565,-68.59999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.55249405,-69.28303528
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.98083115,-68.87466431
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.17933273,-67.75166321
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.18333435,-70.21666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85935211,-68.87854767
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.68592834,-69.40813446
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.5921669,-69.10916901
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.95000076,-69.2480011
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.54433441,-73.22699738
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.40049362,-66.83911896
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.5598259,-68.65065002
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.60336685,-68.65184021
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.48047256,-67.17572784
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61283112,-67.7488327
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.4311676,-67.33350372
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.45000076,-69.8833313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.44196701,-68.18461609
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.88651657,-68.34970093
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.5,-67.18299866
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.68333435,-69.3833313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.74590683,-69.30108643
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.76823807,-69.56967163
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.93750381,-68.21518707
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.12883377,-67.74966431
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.21933365,-68.06933594
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18106079,-67.63772583
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.8666687,-68.1166687
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.93299866,-70.80000305
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.27290344,-66.42440033
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.91666794,-68.65000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.58901596,-69.03749084
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,35.96683121,-74.79116821
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.63712311,-68.43133545
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14853287,-67.31943512
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.66666794,-68.58333588
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,35.83509827,-74.83876801
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.20028305,-66.85088348
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.6897049,-67.38414764
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.31666565,-69.1166687
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.88470078,-70.34204102
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.18333435,-69.8666687
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.26712799,-67.17224121
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.22680283,-70.18032074
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.89555359,-68.01631165
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.97671509,-68.79883575
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.73333359,-70.6333313
OBIS,SMCC,Bathypolypus bairdii,43.54299927,-70.23000336
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.48300171,-65.93299866
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.24755859,-70.06804657
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18933487,-68.71450043
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.76666641,-69.01667023
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.09282303,-70.01519012
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.39883423,-67.16933441
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.11233521,-69.28642273
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.67978668,-68.00955963
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.22000122,-69.07416534
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.98081589,-68.82223511
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.64108658,-67.81425476
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.21807098,-67.24786377
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.52124023,-67.11449432
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.23333359,-68.5
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.22600174,-67.38150024
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,35.78866577,-74.86049652
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.10668564,-68.44405365
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.09999847,-67.51950073
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.34608841,-69.58900452
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.3785553,-70.51895142
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.98764801,-67.96161652
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.6883316,-69.13999939
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.47597122,-68.55700684
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.93333435,-68.65000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.78966522,-68.68016815
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.56674194,-67.26699829
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.79999924,-66.59999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.92023087,-68.41602325
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.9770546,-69.32139587
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.60243607,-66.98097229
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.13765335,-68.21179962
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.44823837,-68.86302948
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.45601273,-69.55168152
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.13964081,-68.50590515
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61050034,-69.18566895
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.96285629,-68.56356812
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.89706039,-69.07809448
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.68888474,-68.55166626
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.71358871,-68.33166504
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.97951889,-68.27476501
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.45050049,-74.40799713
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.89603043,-68.047966
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.56744003,-69.38113403
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.31617355,-67.51113892
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.31364441,-67.25455475
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.6333313,-69.31666565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.41666794,-68.34999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18730164,-67.5549469
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.77357483,-68.61100006
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.8668251,-72.90607452
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51266861,-68.38983154
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14049911,-67.73983002
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.94306183,-67.21582031
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.17983246,-67.38183594
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.09586716,-67.6166687
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.83300018,-66.63300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.39503479,-67.01325226
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.9749527,-70.34470367
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.1894989,-67.22616577
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.14966583,-67.89150238
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.9303093,-68.35729218
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85941696,-68.37758636
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31277847,-67.74225616
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.77518082,-67.54307556
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.20576477,-66.93525696
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.68266678,-69.18016815
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61216736,-68.28633118
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.76983261,-68.73867035
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.1894989,-70.47716522
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.1906662,-67.73867035
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.05899811,-69.86566925
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.23102951,-67.13306427
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85339355,-69.10748291
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.10400009,-69.27899933
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.39840317,-68.58227539
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.80418015,-66.59790039
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.93283463,-68.87916565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.28252792,-70.33386993
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.58333206,-69.16666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.16699982,-69.5
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.51566696,-66.10900116
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.85950089,-74.01516724
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.05078125,-67.45462036
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.55036926,-70.361763
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06433487,-69.07766724
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.32066727,-68.90633392
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.94488907,-68.58272552
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51836395,-68.08062744
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.66699982,-73.08300018
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.59033203,-67.47510529
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.19200134,-68.90816498
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.19533157,-70.5565033
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.93333435,-69.68333435
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.08333206,-67.21666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31431961,-70.06854248
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.95286942,-69.98458862
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.95280838,-66.95266724
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.19212341,-67.73505402
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.99879074,-68.33955383
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.11650085,-68.10983276
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.0647049,-68.84874725
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.90000153,-70.88300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.02233887,-68.02066803
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.94404984,-67.17967987
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.46666718,-69.40000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14026642,-68.61785126
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.46697235,-68.76391602
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.64984131,-68.80349731
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.3559494,-67.6656723
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.97211075,-70.41513824
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.64832306,-69.0683136
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.53366852,-70.01433563
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.84942245,-67.77329254
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.18849945,-73.95749664
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.82126617,-69.62345123
