Obs Type,Source,Species,Lat,Lon
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,25.666667,-80.048333
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,34.45,-75.716667
Specimen ,Miami,Bathypolypus bairdii,34.45,-75.716667
Specimen ,Miami,Bathypolypus bairdii,29.733333,-80.216667
Specimen ,Miami,Bathypolypus bairdii,29.733333,-80.216667
Specimen ,Miami,Bathypolypus bairdii,29.733333,-80.216667
Specimen ,Miami,Bathypolypus bairdii,29.733333,-80.216667
Specimen ,Miami,Bathypolypus bairdii,29.733333,-80.216667
Specimen ,Miami,Bathypolypus bairdii,30,-80.166667
Specimen ,Miami,Bathypolypus bairdii,25.516667,79.95
Specimen ,Miami,Bathypolypus bairdii,25.516667,79.95
Specimen ,Miami,Bathypolypus bairdii,25.516667,79.95
Specimen ,Miami,Bathypolypus bairdii,25.5,-79.966667
Specimen ,Miami,Bathypolypus bairdii,21.483333,-79.908333
Specimen ,Miami,Bathypolypus bairdii,26.616667,-79.75
Specimen ,Miami,Bathypolypus bairdii,26.616667,-79.75
Specimen ,Miami,Bathypolypus bairdii,25.816667,-79.983333
Specimen ,Miami,Bathypolypus bairdii,48,-62
Specimen ,Miami,Bathypolypus bairdii,48,-62
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,22.5,-79.85
Specimen ,Miami,Bathypolypus bairdii,31.666667,-79.25
Specimen ,Miami,Bathypolypus bairdii,31.666667,-79.25
Specimen ,Miami,Bathypolypus bairdii,27.05,-79.85
Specimen ,Miami,Bathypolypus bairdii,29.916667,-80.2
Specimen ,Miami,Bathypolypus bairdii,25.65,-79.966667
Specimen ,Miami,Bathypolypus bairdii,25.65,-79.966667
Specimen ,Miami,Bathypolypus bairdii,25.65,-79.966667
Specimen ,Miami,Bathypolypus bairdii,29.716667,-80.116667
Specimen ,Miami,Bathypolypus bairdii,31,-79.833333
Specimen ,Miami,Bathypolypus bairdii,31,-79.833333
Specimen ,Miami,Bathypolypus bairdii,31,-79.833333
Specimen ,Miami,Bathypolypus bairdii,31,-79.833333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,25.683333,-80.033333
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,29.8,-80.2
Specimen ,Miami,Bathypolypus bairdii,33.05,-77.15
Specimen ,Miami,Bathypolypus bairdii,33.05,-77.15
Specimen ,Miami,Bathypolypus bairdii,33.05,-77.15
Specimen ,Miami,Bathypolypus bairdii,30.266667,-80.15
Specimen ,Miami,Bathypolypus bairdii,27.266667,-79.816667
Specimen ,Miami,Bathypolypus bairdii,27.266667,-79.816667
Specimen ,Miami,Bathypolypus bairdii,27.266667,-79.816667
Specimen ,Miami,Bathypolypus bairdii,27.266667,-79.816667
Specimen ,Miami,Bathypolypus bairdii,30.05,-80.05
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,25,-80
Specimen ,Miami,Bathypolypus bairdii,29.908333,-80.166667
Specimen ,Miami,Bathypolypus bairdii,29.983333,-80.116667
Specimen ,Miami,Bathypolypus bairdii,29.933333,-80.15
Specimen ,Miami,Bathypolypus bairdii,29.933333,-80.15
Specimen ,Miami,Bathypolypus bairdii,25.066667,-80.05
Specimen ,Miami,Bathypolypus bairdii,29.966667,-80.116667
Specimen ,Miami,Bathypolypus bairdii,24.75,-80.15
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,42.5,-70.33
Specimen ,Yale,Bathypolypus bairdii,37.6306,-74.2583
Specimen ,Yale,Bathypolypus bairdii,40.0167,-68.9
Specimen ,Yale,Bathypolypus bairdii,39.67,-71.5
Specimen ,Yale,Bathypolypus bairdii,40.0306,-70.9833
Specimen ,Yale,Bathypolypus bairdii,34.85,-75.6708
Specimen ,Yale,Bathypolypus bairdii,39.9167,-70.7833
Specimen ,Yale,Bathypolypus bairdii,39.8917,-70.2917
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,40.0258,-70.5833
Specimen ,Yale,Bathypolypus bairdii,39.9333,-70.2417
Specimen ,Yale,Bathypolypus bairdii,39.9917,-70.5125
Specimen ,Yale,Bathypolypus bairdii,38.8917,-72.8667
Specimen ,Yale,Bathypolypus bairdii,39.8917,-71.225
Specimen ,Yale,Bathypolypus bairdii,42.55,-70.43
Specimen ,Yale,Bathypolypus bairdii,39.825,-71.1667
Specimen ,Yale,Bathypolypus bairdii,39.8708,-70.925
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,39.98,-70.68
Specimen ,Yale,Bathypolypus bairdii,39.9167,-70.9042
Specimen ,Yale,Bathypolypus bairdii,39.9417,-70.9958
Specimen ,Yale,Bathypolypus bairdii,39.8722,-70.9667
Specimen ,Yale,Bathypolypus bairdii,39.8833,-70.975
Specimen ,Yale,Bathypolypus bairdii,39.9806,-70.6611
Specimen ,Yale,Bathypolypus bairdii,39.8722,-70.9667
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,40.0333,-70.45
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,38.9167,-72.8417
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,39.9764,-71.0083
Specimen ,Yale,Bathypolypus bairdii,35.5167,-75.1417
Specimen ,Yale,Bathypolypus bairdii,44.5667,-56.6958
Specimen ,Yale,Bathypolypus bairdii,44.4333,-62.1667
Specimen ,Yale,Bathypolypus bairdii,38.9167,-72.8417
Specimen ,Yale,Bathypolypus bairdii,43.5333,-59.3667
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,38.5167,-73.35
Specimen ,Yale,Bathypolypus bairdii,39.8417,-71.3833
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,37.4167,-74.3
Specimen ,Yale,Bathypolypus bairdii,41.88584735,-70.63574358
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,39.996,-69.729
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,,
Specimen ,Yale,Bathypolypus bairdii,41.7342,-69.7367
Specimen ,Yale,Bathypolypus bairdii,39.58333,-72.025
Specimen ,Yale,Bathypolypus lentus,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,40.86665,-66.54124917
ROV,Okeanos,Bathypolypus ,40.8678425,-66.54002433
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,40.2903895,-68.11660433
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,,
ROV,Okeanos,Bathypolypus ,35.556357,-74.7931
ROV,Okeanos,Bathypolypus ,35.556411,-74.792845
ROV,Okeanos,Bathypolypus ,35.556411,-74.792845
ROV,Okeanos,Bathypolypus ,35.557162,-74.79332
ROV,Okeanos,Bathypolypus ,35.924002,-74.763927
ROV,Okeanos,Bathypolypus ,35.925286,-74.763943
ROV,Okeanos,Bathypolypus ,35.925286,-74.763943
ROV,Okeanos,Bathypolypus ,35.925379,-74.763814
ROV,Okeanos,Bathypolypus ,35.925379,-74.763814
ROV,Okeanos,Bathypolypus ,35.92661,-74.764505
ROV,Okeanos,Bathypolypus ,35.733421,-74.814496
ROV,Okeanos,Bathypolypus ,38.1225,-73.84884
ROV,Okeanos,Bathypolypus ,38.12197,-73.84887
OBIS,USNM,Bathypolypus bairdii,42.96699905,-66.58300018
OBIS,,Bathypolypus bairdii,33.70420074,-76.01390076
OBIS,,Bathypolypus bairdii,39.86920166,-70.92169952
OBIS,USNM,Bathypolypus bairdii,40.06700134,-68.68299866
OBIS,USNM,Bathypolypus bairdii,43.06700134,-68.55000305
OBIS,USNM,Bathypolypus bairdii,40.75,-66.78299713
OBIS,,Bathypolypus bairdii,31.89170074,-79.13330078
OBIS,,Bathypolypus bairdii,44.25,-52.94169998
OBIS,USNM,Bathypolypus bairdii,41,-67
OBIS,,Bathypolypus bairdii,48.91669846,-61.5
OBIS,USNM,Bathypolypus bairdii,39.81700134,-71.31700134
OBIS,USNM,Bathypolypus bairdii,40.79999924,-66.59999847
OBIS,USNM,Bathypolypus bairdii,43.40000153,-64.30000305
OBIS,,Bathypolypus bairdii,39.84000015,-70.68499756
OBIS,USNM,Bathypolypus bairdii,39.95000076,-70.05000305
OBIS,USNM,Bathypolypus bairdii,39.87221909,-70.96666718
OBIS,USNM,Bathypolypus bairdii,39.86700058,-71.61699677
OBIS,USNM,Bathypolypus bairdii,42.66699982,-68.31700134
OBIS,USNM,Bathypolypus bairdii,39.96699905,-69.38300323
OBIS,,Bathypolypus bairdii,33.40000153,-76.51670074
OBIS,,Bathypolypus bairdii,39.60499954,-70.99079895
OBIS,,Bathypolypus bairdii,47.54439926,-56.0943985
OBIS,USNM,Bathypolypus bairdii,41.43299866,-71.44999695
OBIS,,Bathypolypus bairdii,41.23329926,-68.71669769
OBIS,USNM,Bathypolypus bairdii,40.03833008,-70.38500214
OBIS,USNM,Bathypolypus bairdii,42,-69
OBIS,USNM,Bathypolypus bairdii,39.60832977,-70.99582672
OBIS,USNM,Bathypolypus bairdii,43.75,-69.48300171
OBIS,USNM,Bathypolypus bairdii,41.76699829,-67.84999847
OBIS,USNM,Bathypolypus bairdii,42.5,-70.5
OBIS,USNM,Bathypolypus bairdii,42.51699829,-70.61699677
OBIS,USNM,Bathypolypus bairdii,39.23300171,-72.23300171
OBIS,,Bathypolypus bairdii,45.2867012,-56.29169846
OBIS,USNM,Bathypolypus bairdii,42.03300095,-69.15000153
OBIS,USNM,Bathypolypus bairdii,42.21699905,-66.61699677
OBIS,USNM,Bathypolypus bairdii,42.61700058,-57.41699982
OBIS,,Bathypolypus bairdii,39.84000015,-70.68499756
OBIS,USNM,Bathypolypus bairdii,55,-59.63299942
OBIS,,Bathypolypus bairdii,43.34170151,-51.51670074
OBIS,USNM,Bathypolypus bairdii,43.09999847,-69.94999695
OBIS,USNM,Bathypolypus bairdii,41.83300018,-69.63300323
OBIS,USNM,Bathypolypus bairdii,41.93299866,-68.66699982
OBIS,USNM,Bathypolypus bairdii,42.20000076,-66.68299866
OBIS,USNM,Bathypolypus bairdii,36.41167068,-74.72499847
OBIS,,Bathypolypus bairdii,36.36669922,-74.69999695
OBIS,USNM,Bathypolypus bairdii,43.68299866,-67.46700287
OBIS,USNM,Bathypolypus bairdii,42.16699982,-68.78299713
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,46.41699982,-62.56700134
OBIS,USNM,Bathypolypus bairdii,42.61700058,-70.44999695
OBIS,USNM,Bathypolypus bairdii,39.93299866,-69.86699677
OBIS,USNM,Bathypolypus bairdii,42,-71
OBIS,USNM,Bathypolypus bairdii,42.40000153,-70.66699982
OBIS,,Bathypolypus bairdii,43.15499878,-51.13169861
OBIS,USNM,Bathypolypus bairdii,39.95000076,-70.96700287
OBIS,USNM,Bathypolypus bairdii,42.16699982,-66.83300018
OBIS,,Bathypolypus bairdii,53.23329926,-52.13330078
OBIS,USNM,Bathypolypus bairdii,36.11700058,-74.76699829
OBIS,USNM,Bathypolypus bairdii,32.72360992,-77.34166718
OBIS,,Bathypolypus bairdii,50.26670074,-58.26670074
OBIS,,Bathypolypus bairdii,39.81669998,-70.90000153
OBIS,USNM,Bathypolypus bairdii,40.5,-67.18299866
OBIS,USNM,Bathypolypus bairdii,37.40000153,-74.28333282
OBIS,,Bathypolypus bairdii,34.00830078,-76.17500305
OBIS,USNM,Bathypolypus bairdii,42.29999924,-69.06700134
OBIS,USNM,Bathypolypus bairdii,42.54999924,-70
OBIS,USNM,Bathypolypus bairdii,39.95000076,-70
OBIS,USNM,Bathypolypus bairdii,44.65000153,-63.58300018
OBIS,USNM,Bathypolypus bairdii,43.58300018,-67.91699982
OBIS,USNM,Bathypolypus bairdii,42.68299866,-70.65000153
OBIS,,Bathypolypus bairdii,43.09999847,-68.8167038
OBIS,USNM,Bathypolypus bairdii,39.92443848,-69.78333282
OBIS,,Bathypolypus bairdii,43.81669998,-52.20000076
OBIS,,Bathypolypus bairdii,47.56669998,-56.09999847
OBIS,,Bathypolypus bairdii,44.89170074,-54.32920074
OBIS,,Bathypolypus bairdii,38.36389923,-73.53330231
OBIS,,Bathypolypus bairdii,39.93330002,-70.58329773
OBIS,USNM,Bathypolypus bairdii,42,-67.76699829
OBIS,USNM,Bathypolypus bairdii,35.82500076,-74.57917023
OBIS,USNM,Bathypolypus bairdii,42.66699982,-70.58300018
OBIS,USNM,Bathypolypus bairdii,29.9829998,-80.16699982
OBIS,USNM,Bathypolypus bairdii,43.63299942,-69.21700287
OBIS,USNM,Bathypolypus bairdii,44.56666946,-56.6958313
OBIS,,Bathypolypus bairdii,41.54719925,-65.91670227
OBIS,,Bathypolypus bairdii,43.17919922,-62.18330002
OBIS,USNM,Bathypolypus bairdii,39.84444046,-70.68611145
OBIS,USNM,Bathypolypus bairdii,40.35832977,-67.58300018
OBIS,USNM,Bathypolypus bairdii,43.36700058,-68.11699677
OBIS,USNM,Bathypolypus bairdii,42.34999847,-68.90000153
OBIS,USNM,Bathypolypus bairdii,41.51699829,-68.66699982
OBIS,,Bathypolypus bairdii,39.86999893,-70.96669769
OBIS,USNM,Bathypolypus bairdii,38.04999924,-73.83300018
OBIS,,Bathypolypus bairdii,36.38330078,-74.71669769
OBIS,USNM,Bathypolypus bairdii,36.02500153,-74.79167175
OBIS,USNM,Bathypolypus bairdii,39.9805603,-70.66110992
OBIS,USNM,Bathypolypus bairdii,42.29999924,-68.48300171
OBIS,USNM,Bathypolypus bairdii,39.93299866,-70.58300018
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,42.38299942,-68.56700134
OBIS,,Bathypolypus bairdii,39.92499924,-69.71669769
OBIS,USNM,Bathypolypus bairdii,43.79999924,-64.44999695
OBIS,USNM,Bathypolypus bairdii,41.86700058,-70.36699677
OBIS,,Bathypolypus bairdii,42.27500153,-65.25830078
OBIS,USNM,Bathypolypus bairdii,29.9829998,-80.13300323
OBIS,USNM,Bathypolypus bairdii,42.40000153,-70.59999847
OBIS,USNM,Bathypolypus bairdii,42.68299866,-70.65000153
OBIS,USNM,Bathypolypus bairdii,29.94166946,-80.16667175
OBIS,USNM,Bathypolypus bairdii,42.54999924,-69.34999847
OBIS,USNM,Bathypolypus bairdii,44.46699905,-68.46700287
OBIS,USNM,Bathypolypus bairdii,43.70000076,-69.69999695
OBIS,,Bathypolypus bairdii,41.76670074,-69.11669922
OBIS,USNM,Bathypolypus bairdii,43.03300095,-70.11699677
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,39.91249847,-69.49582672
OBIS,,Bathypolypus bairdii,41.23329926,-68.71669769
OBIS,USNM,Bathypolypus bairdii,29.65833092,-80.14167023
OBIS,,Bathypolypus bairdii,50.38750076,-57.66249847
OBIS,USNM,Bathypolypus bairdii,42.71699905,-67.61699677
OBIS,USNM,Bathypolypus bairdii,29.93300056,-80.19999695
OBIS,USNM,Bathypolypus bairdii,42.31700134,-68.46700287
OBIS,,Bathypolypus bairdii,39.81999969,-71.16670227
OBIS,,Bathypolypus bairdii,45,-55.26670074
OBIS,USNM,Bathypolypus bairdii,40.5,-67.08300018
OBIS,USNM,Bathypolypus bairdii,40.46699905,-67.13300323
OBIS,,Bathypolypus bairdii,39.81669998,-70.90000153
OBIS,USNM,Bathypolypus bairdii,42.90000153,-72.19999695
OBIS,,Bathypolypus bairdii,32.72359848,-77.34169769
OBIS,USNM,Bathypolypus bairdii,42.01699829,-67.66699982
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,43.56700134,-69.15000153
OBIS,,Bathypolypus bairdii,52.9375,-53.97499847
OBIS,USNM,Bathypolypus bairdii,39.83332825,-71.71666718
OBIS,USNM,Bathypolypus bairdii,47.09999847,-55.78300095
OBIS,USNM,Bathypolypus bairdii,39.91699982,-69.40000153
OBIS,USNM,Bathypolypus bairdii,41.34999847,-70.81700134
OBIS,USNM,Bathypolypus bairdii,29.79999924,-80.15833282
OBIS,USNM,Bathypolypus bairdii,41.86700058,-68.96700287
OBIS,,Bathypolypus bairdii,39.56669998,-71.9332962
OBIS,,Bathypolypus bairdii,24.75,-80.15000153
OBIS,,Bathypolypus bairdii,43.09999847,-68.8167038
OBIS,,Bathypolypus bairdii,40.34999847,-68.30000305
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,39.90000153,-70.88300323
OBIS,,Bathypolypus bairdii,47.95000076,-59.56669998
OBIS,USNM,Bathypolypus bairdii,35.63299942,-74.78299713
OBIS,USNM,Bathypolypus bairdii,39.9458313,-70.34166718
OBIS,USNM,Bathypolypus bairdii,41.48300171,-65.93299866
OBIS,USNM,Bathypolypus bairdii,43.54999924,-67.40000153
OBIS,,Bathypolypus bairdii,39.25,-72.3167038
OBIS,,Bathypolypus bairdii,42.29999924,-68.84999847
OBIS,USNM,Bathypolypus bairdii,29.94166946,-80.16699982
OBIS,USNM,Bathypolypus bairdii,44.26699829,-67.11699677
OBIS,USNM,Bathypolypus bairdii,39.56700134,-71.93299866
OBIS,USNM,Bathypolypus bairdii,42.54999924,-70.51699829
OBIS,USNM,Bathypolypus bairdii,38.20000076,-73.66699982
OBIS,USNM,Bathypolypus bairdii,42.58300018,-70.5
OBIS,,Bathypolypus bairdii,48.67919922,-63.26670074
OBIS,,Bathypolypus bairdii,44.01670074,-68.71669769
OBIS,USNM,Bathypolypus bairdii,43.33300018,-69.83300018
OBIS,USNM,Bathypolypus bairdii,35,-75
OBIS,,Bathypolypus bairdii,39.97499847,-70.65670013
OBIS,USNM,Bathypolypus bairdii,38.73667145,-73.01499939
OBIS,USNM,Bathypolypus bairdii,39.8833313,-70.97499847
OBIS,USNM,Bathypolypus bairdii,42.11700058,-69.41699982
OBIS,USNM,Bathypolypus bairdii,52,-56
OBIS,USNM,Bathypolypus bairdii,42.5,-70.5
OBIS,USNM,Bathypolypus bairdii,38.71667099,-73.01667023
OBIS,,Bathypolypus bairdii,41.94169998,-67.95829773
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,42.23300171,-69.66699982
OBIS,USNM,Bathypolypus bairdii,37.75,-74.15000153
OBIS,USNM,Bathypolypus bairdii,41.96699905,-68.66699982
OBIS,USNM,Bathypolypus bairdii,34.41699982,-75.76699829
OBIS,USNM,Bathypolypus bairdii,42.41699982,-66.71700287
OBIS,USNM,Bathypolypus bairdii,43.15000153,-70.21700287
OBIS,USNM,Bathypolypus bairdii,41.36700058,-70.81700134
OBIS,USNM,Bathypolypus bairdii,39.81700134,-70.90000153
OBIS,USNM,Bathypolypus bairdii,37.06000137,-74.56832886
OBIS,USNM,Bathypolypus bairdii,42.28300095,-67.75
OBIS,,Bathypolypus bairdii,44.97330093,-60.01670074
OBIS,,Bathypolypus bairdii,42.875,-63.73329926
OBIS,USNM,Bathypolypus bairdii,38.76667023,-73.09583282
OBIS,,Bathypolypus bairdii,47.15000153,-60.06669998
OBIS,USNM,Bathypolypus bairdii,41.97499847,-69.73332977
OBIS,USNM,Bathypolypus bairdii,39.87083054,-70.92500305
OBIS,USNM,Bathypolypus bairdii,43.66699982,-70
OBIS,,Bathypolypus bairdii,36.41669846,-74.73329926
OBIS,USNM,Bathypolypus bairdii,32.65000153,-77.01699829
OBIS,USNM,Bathypolypus bairdii,39.59999847,-72
OBIS,,Bathypolypus bairdii,41.83330154,-68.55000305
OBIS,,Bathypolypus bairdii,36.25830078,-74.75830078
OBIS,USNM,Bathypolypus bairdii,40.03300095,-70.625
OBIS,USNM,Bathypolypus bairdii,36.51699829,-74.71700287
OBIS,USNM,Bathypolypus bairdii,43.56700134,-69.51699829
OBIS,USNM,Bathypolypus bairdii,33.70417023,-76.01389313
OBIS,USNM,Bathypolypus bairdii,43.88299942,-68.93299866
OBIS,USNM,Bathypolypus bairdii,42.66699982,-70.58300018
OBIS,USNM,Bathypolypus bairdii,40.06666946,-69.4916687
OBIS,USNM,Bathypolypus bairdii,42.54999924,-70.51699829
OBIS,,Bathypolypus bairdii,41.83330154,-68.55000305
OBIS,,Bathypolypus bairdii,46.56669998,-59.40000153
OBIS,,Bathypolypus bairdii,39.96670151,-70.08329773
OBIS,USNM,Bathypolypus bairdii,38.89167023,-72.86699677
OBIS,USNM,Bathypolypus bairdii,41.95000076,-69.40000153
OBIS,,Bathypolypus bairdii,42.29999924,-68.84999847
OBIS,USNM,Bathypolypus bairdii,36.38499832,-74.72000122
OBIS,USNM,Bathypolypus bairdii,41.86700058,-69.48300171
OBIS,USNM,Bathypolypus bairdii,42.50416946,-70.63300323
OBIS,USNM,Bathypolypus bairdii,29.58300018,-80.01699829
OBIS,USNM,Bathypolypus bairdii,49,-56
OBIS,,Bathypolypus bairdii,42.15000153,-66.89579773
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,USNM,Bathypolypus bairdii,41.19166946,-66.20555878
OBIS,USNM,Bathypolypus bairdii,40.02582932,-70.58300018
OBIS,,Bathypolypus bairdii,43.68330002,-61.95830154
OBIS,,Bathypolypus bairdii,41.79999924,-68.26670074
OBIS,USNM,Bathypolypus bairdii,35.82500076,-74.57917023
OBIS,USNM,Bathypolypus bairdii,42.54999924,-67.43299866
OBIS,,Bathypolypus bairdii,39.76670074,-71.08329773
OBIS,USNM,Bathypolypus bairdii,34.43299866,-75.69999695
OBIS,USNM,Bathypolypus bairdii,45,-66
OBIS,,Bathypolypus bairdii,39.95000076,-70.61669922
OBIS,,Bathypolypus bairdii,43.42499924,-60.34170151
OBIS,USNM,Bathypolypus bairdii,43.15000153,-70.31700134
OBIS,,Bathypolypus bairdii,40.34999847,-67.58329773
OBIS,USNM,Bathypolypus bairdii,39.56700134,-71.94999695
OBIS,,Bathypolypus bairdii,38.51670074,-73.22499847
OBIS,USNM,Bathypolypus bairdii,42.46699905,-68.36699677
OBIS,USNM,Bathypolypus bairdii,42.73300171,-70
OBIS,USNM,Bathypolypus bairdii,42.54999924,-70.36699677
OBIS,,Bathypolypus bairdii,39.68579865,-71.68579865
OBIS,USNM,Bathypolypus bairdii,41.90000153,-67.63300323
OBIS,,Bathypolypus bairdii,44.36529922,-60.85559845
OBIS,USNM,Bathypolypus bairdii,43.68299866,-66.98300171
OBIS,USNM,Bathypolypus bairdii,35.63299942,-74.76699829
OBIS,USNM,Bathypolypus bairdii,42.51699829,-70.33300018
OBIS,USNM,Bathypolypus bairdii,32.65000153,-76.84166718
OBIS,USNM,Bathypolypus bairdii,42.59999847,-70.44999695
OBIS,,Bathypolypus bairdii,50.53329849,-57.58330154
OBIS,USNM,Bathypolypus bairdii,33.84999847,-76.33300018
OBIS,USNM,Bathypolypus bairdii,43.66699982,-68
OBIS,USNM,Bathypolypus bairdii,39.96250153,-70.94167328
